PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
9730,Collision,Male,44,Married,1,>4,400,0,Sedan,Hyundai,>7,30000 to 39000,External,15,2022,Dec,1,Sunday,1,Urban,Policyholder,>30,No,No,Dec,1,Tuesday,>30,54863.31039,0
9731,Collision,Male,32,Married,1,0,400,0,Sedan,Honda,6,20000 to 29000,External,13,2022,Dec,1,Friday,1,Urban,Policyholder,>30,No,No,Dec,3,Wednesday,>30,2754.065997,0
9732,All Perils,Male,43,Single,2,0,400,0,Sedan,Toyota,>7,20000 to 29000,External,6,2022,Nov,5,Wednesday,1,Urban,Third Party,>30,No,No,Dec,3,Tuesday,>30,2356.113592,0
9733,Liability,Male,22,Married,1,0,400,0,Sport,Chevrolet,5,30000 to 39000,External,7,2022,Oct,5,Monday,1,Rural,Policyholder,>30,No,No,Oct,5,Tuesday,>30,8533.191873,0
9734,Collision,Male,45,Married,3,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,3,2022,Oct,4,Monday,1,Urban,Policyholder,>30,No,No,Nov,1,Friday,>30,5405.826789,0
9735,Liability,Male,43,Single,4,2 to 4,400,0,Sport,Toyota,6,20000 to 29000,External,14,2022,Aug,5,Monday,1,Urban,Policyholder,>30,No,No,Dec,3,Monday,>30,6808.997111,0
9736,Collision,Male,50,Married,1,0,400,0,Sedan,Kia,7,20000 to 29000,External,11,2022,Aug,3,Saturday,1,Urban,Third Party,>30,No,No,Sep,5,Thursday,>30,3700.314078,0
9737,Collision,Male,59,Married,2,1,400,0,Sedan,Toyota,>7,20000 to 29000,External,8,2022,Aug,2,Thursday,1,Rural,Policyholder,>30,No,No,Aug,2,Thursday,>30,2665.461317,0
9738,Liability,Male,33,Married,3,>4,400,1,Sport,Mazda,6,30000 to 39000,External,15,2022,Jul,2,Tuesday,1,Urban,Policyholder,>30,No,No,Jul,2,Tuesday,>30,40783.64729,0
9739,Collision,Male,45,Married,3,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,5,2022,Jul,1,Sunday,1,Urban,Policyholder,>30,No,No,Jul,2,Monday,>30,4162.897201,0
9740,Liability,Male,31,Married,3,>4,400,0,Sport,Toyota,6,20000 to 29000,External,6,2022,Jun,5,Friday,1,Urban,Policyholder,>30,No,No,Jul,2,Wednesday,>30,26794.75028,0
9745,All Perils,Male,55,Married,4,0,400,4 to 8,Sedan,Hyundai,>7,20000 to 29000,External,1,2022,Nov,4,Thursday,2,Urban,Policyholder,>30,No,No,Nov,4,Friday,>30,6359.996478,0
9746,Collision,Male,30,Married,1,1,400,0,Sedan,Mazda,7,30000 to 39000,External,14,2022,Nov,2,Wednesday,1,Urban,Third Party,>30,No,No,Nov,2,Thursday,>30,57166.76095,0
9748,Collision,Male,48,Married,4,>4,400,0,Sedan,Mazda,6,20000 to 29000,External,12,2022,Jan,5,Monday,1,Urban,Third Party,>30,No,No,Feb,1,Wednesday,>30,13328.18758,0
9749,Collision,Male,29,Married,3,>4,400,0,Sedan,Honda,6,20000 to 29000,External,2,2022,Jun,3,Monday,1,Urban,Policyholder,>30,No,No,Jun,3,Monday,>30,13480.27198,0
9751,Collision,Male,38,Married,4,2 to 4,400,0,Sedan,Honda,7,30000 to 39000,External,11,2022,Jun,2,Friday,1,Urban,Third Party,>30,No,No,Jun,2,Monday,>30,11805.01729,0
9754,Liability,Male,27,Married,1,2 to 4,400,0,Sport,Toyota,7,30000 to 39000,External,13,2022,Apr,2,Monday,1,Urban,Policyholder,>30,No,No,Apr,2,Wednesday,>30,52273.79195,0
9755,Collision,Male,65,Married,3,2 to 4,400,0,Sedan,Ford,5,30000 to 39000,External,6,2022,Feb,4,Saturday,1,Urban,Policyholder,>30,No,No,Mar,1,Tuesday,>30,16740.08403,0
9756,Collision,Male,33,Married,2,0,400,0,Sedan,Mazda,4,20000 to 29000,External,12,2022,Feb,4,Thursday,1,Urban,Policyholder,>30,No,No,Feb,4,Thursday,>30,4332.554369,0
9757,All Perils,Female,34,Single,1,0,400,0,Sedan,Mazda,5,20000 to 29000,External,5,2022,Feb,4,Friday,1,Urban,Policyholder,>30,No,No,Mar,2,Thursday,>30,3109.665089,0
9759,Liability,Male,30,Married,4,0,400,0,Sport,Acura,7,30000 to 39000,External,1,2022,Feb,3,Monday,3 to 4,Rural,Policyholder,>30,No,No,Feb,4,Tuesday,>30,887.9748372,0
9760,Liability,Male,32,Married,2,2 to 4,400,0,Sport,Honda,6,>69000,External,9,2022,Sep,3,Monday,1,Urban,Policyholder,>30,No,No,Sep,4,Thursday,>30,58284.29785,0
9763,Liability,Male,25,Single,3,0,400,0,Sport,Honda,0,>69000,External,2,2022,Mar,2,Saturday,1,Urban,Policyholder,>30,No,No,Mar,3,Thursday,>30,79469.22003,0
9765,Liability,Male,43,Married,1,2 to 4,400,0,Sport,Honda,7,20000 to 29000,External,8,2022,May,2,Tuesday,1,Urban,Third Party,>30,No,No,May,2,Tuesday,>30,4157.450284,0
9766,Collision,Male,49,Married,1,1,700,4 to 8,Sedan,Honda,7,20000 to 29000,External,5,2022,May,4,Tuesday,2,Urban,Policyholder,>30,No,No,May,4,Thursday,>30,2713.812847,0
9767,Liability,Male,48,Married,3,>4,400,0,Sport,Mazda,>7,20000 to 29000,External,5,2022,May,4,Tuesday,1,Urban,Third Party,>30,No,No,Jun,1,Wednesday,>30,14089.56444,0
9768,Collision,Female,44,Married,4,2 to 4,400,0,Sedan,Hyundai,7,30000 to 39000,External,16,2022,Jun,1,Friday,1,Urban,Third Party,>30,No,No,Jun,2,Monday,>30,42509.66127,0
9770,All Perils,Male,31,Single,2,1,400,0,Sedan,Honda,6,20000 to 29000,External,12,2022,Sep,3,Monday,1,Urban,Policyholder,>30,No,No,Sep,3,Tuesday,>30,5125.185444,0
9771,Collision,Male,76,Married,1,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,12,2022,Sep,2,Tuesday,1,Urban,Third Party,>30,No,No,Sep,3,Friday,>30,8112.071606,0
9772,Liability,Male,38,Married,2,2 to 4,400,0,Sport,Hyundai,7,20000 to 29000,External,6,2022,Sep,2,Tuesday,1,Urban,Policyholder,>30,No,No,Oct,2,Thursday,>30,4385.978799,0
9773,Collision,Male,27,Single,2,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,8,2022,Sep,2,Wednesday,1,Urban,Policyholder,>30,No,No,Oct,2,Friday,>30,2717.549442,0
9774,Collision,Male,26,Single,1,0,400,0,Sedan,Hyundai,6,30000 to 39000,External,12,2022,Apr,4,Saturday,1,Urban,Policyholder,>30,No,Yes,May,1,Monday,>30,4575.795002,0
9775,Liability,Male,36,Married,1,2 to 4,400,0,Sport,Mazda,>7,30000 to 39000,External,16,2022,Apr,4,Friday,1,Urban,Third Party,>30,No,No,Apr,4,Friday,>30,56661.37098,0
9776,Liability,Male,26,Single,2,2 to 4,400,0,Sport,Saab,6,30000 to 39000,External,7,2022,Apr,3,Sunday,1,Urban,Policyholder,>30,No,No,May,1,Thursday,>30,53184.46734,0
9781,All Perils,Male,39,Married,1,1,400,0,Sedan,Toyota,7,<20000,External,4,2022,Oct,3,Wednesday,1,Urban,Third Party,>30,Yes,Yes,Oct,3,Monday,>30,4266.778831,0
9782,All Perils,Male,33,Married,1,0,400,0,Sedan,Hyundai,6,>69000,External,2,2022,Feb,1,Wednesday,1,Urban,Third Party,>30,No,No,Feb,3,Monday,>30,85555.91624,0
9783,All Perils,Male,38,Single,4,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,3,2022,Mar,1,Saturday,1,Urban,Third Party,>30,No,No,Mar,2,Friday,>30,3988.574032,0
9784,All Perils,Male,60,Married,2,1,400,0,Sedan,Hyundai,>7,<20000,External,2,2022,Jul,4,Sunday,1,Urban,Policyholder,>30,No,No,Aug,1,Wednesday,>30,5271.526161,0
9785,All Perils,Male,76,Married,1,1,400,0,Sedan,Hyundai,>7,<20000,External,5,2022,Jul,3,Tuesday,1,Urban,Policyholder,>30,No,No,Jul,4,Thursday,>30,2431.337367,0
9786,All Perils,Male,54,Married,1,0,400,0,Sedan,Mazda,>7,30000 to 39000,External,9,2022,Nov,3,Friday,1,Urban,Third Party,>30,No,No,Nov,4,Tuesday,>30,3354.35771,0
9787,Collision,Male,49,Married,4,0,400,4 to 8,Sedan,Honda,7,20000 to 29000,External,15,2022,Nov,3,Thursday,2,Urban,Policyholder,>30,No,No,Nov,3,Thursday,>30,8317.186322,0
9789,All Perils,Male,21,Single,4,2 to 4,400,0,Sedan,Toyota,5,<20000,External,13,2022,Nov,5,Tuesday,1,Urban,Policyholder,>30,No,No,Dec,4,Wednesday,>30,1921.383416,0
9790,All Perils,Male,40,Single,4,1,400,0,Sedan,VW,7,30000 to 39000,External,10,2022,Apr,3,Thursday,1,Urban,Third Party,>30,No,No,May,1,Friday,>30,19214.85552,0
9791,Collision,Male,26,Married,2,1,400,0,Sedan,Chevrolet,7,30000 to 39000,External,8,2022,Oct,1,Wednesday,1,Urban,Policyholder,>30,No,No,Oct,1,Wednesday,>30,78329.30949,0
9792,Collision,Male,55,Married,2,2 to 4,400,0,Sedan,Acura,6,20000 to 29000,External,5,2022,Nov,4,Wednesday,1,Urban,Policyholder,>30,No,No,Dec,3,Wednesday,>30,3402.166407,0
9793,Liability,Male,18,Single,2,2 to 4,400,2 to 3,Sport,Honda,0,>69000,External,9,2022,Oct,3,Thursday,1,Urban,Policyholder,>30,No,No,Oct,3,Friday,>30,67101.08283,0
9794,Liability,Male,45,Married,4,>4,400,0,Sport,Hyundai,7,20000 to 29000,External,2,2022,Oct,3,Monday,1,Urban,Policyholder,>30,No,No,Nov,1,Friday,>30,10025.78834,0
9795,Liability,Male,30,Married,4,1,400,0,Sport,Hyundai,5,20000 to 29000,External,5,2022,Dec,3,Monday,1,Urban,Policyholder,>30,No,Yes,Dec,3,Monday,>30,4717.249568,0
9796,Collision,Female,42,Married,2,0,400,0,Sedan,Toyota,7,<20000,External,12,2022,Dec,3,Monday,1,Urban,Third Party,>30,No,No,Dec,3,Tuesday,>30,5069.829127,0
9797,Collision,Male,56,Married,1,1,700,0,Sedan,Toyota,>7,20000 to 29000,External,5,2022,Sep,5,Friday,1,Urban,Policyholder,>30,No,No,Oct,1,Wednesday,>30,1991.663266,0
9799,Liability,Female,34,Married,1,2 to 4,400,0,Sport,Toyota,7,30000 to 39000,External,2,2022,Jan,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,4,Monday,>30,75452.09513,0
9800,Liability,Male,28,Single,2,1,400,0,Sport,Mazda,6,30000 to 39000,External,12,2022,Jul,2,Sunday,3 to 4,Urban,Policyholder,>30,No,No,Jul,3,Thursday,>30,77167.22325,0
9801,Collision,Male,28,Single,1,2 to 4,400,0,Sedan,Mazda,4,30000 to 39000,External,6,2022,Dec,1,Friday,1,Urban,Third Party,>30,No,No,Dec,1,Monday,>30,90499.99411,0
9802,All Perils,Male,34,Single,3,0,400,0,Sedan,Mazda,6,30000 to 39000,External,10,2022,Feb,1,Thursday,1,Rural,Third Party,>30,No,No,Feb,1,Friday,>30,6384.517794,0
9804,All Perils,Male,26,Single,2,1,400,0,Sedan,Hyundai,6,30000 to 39000,External,15,2022,Jul,3,Monday,1,Urban,Policyholder,>30,No,No,Oct,4,Tuesday,>30,50099.55706,0
9805,All Perils,Male,29,Married,1,0,400,0,Sedan,Hyundai,6,30000 to 39000,External,5,2022,Dec,3,Friday,1,Urban,Policyholder,>30,No,No,Dec,3,Monday,>30,4593.855308,0
9807,All Perils,Female,28,Single,4,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,5,2022,Dec,3,Saturday,1,Urban,Third Party,>30,No,No,Dec,3,Tuesday,>30,7585.79766,0
9808,All Perils,Male,66,Married,1,0,400,4 to 8,Sedan,Mazda,>7,20000 to 29000,External,4,2022,Dec,2,Saturday,2,Urban,Policyholder,>30,No,No,Dec,2,Tuesday,>30,3147.357929,0
9809,All Perils,Male,51,Married,3,0,400,0,Sedan,Toyota,6,<20000,External,16,2022,Feb,1,Thursday,1,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,1339.743613,1
9810,Liability,Female,35,Married,4,>4,400,0,Sport,Chevrolet,2,20000 to 29000,External,6,2022,Nov,3,Wednesday,1,Urban,Policyholder,>30,No,No,Nov,3,Wednesday,>30,11072.13364,0
9811,Collision,Male,63,Married,2,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,14,2022,Feb,3,Sunday,1,Urban,Policyholder,>30,No,No,Feb,4,Tuesday,>30,3171.034764,0
9812,All Perils,Female,59,Widow,2,1,400,0,Sedan,Hyundai,>7,30000 to 39000,External,3,2022,Dec,3,Friday,1,Urban,Third Party,>30,No,No,Dec,4,Tuesday,>30,63535.61003,0
9813,Liability,Male,35,Married,4,>4,400,0,Sport,Honda,7,20000 to 29000,External,6,2022,Jul,3,Saturday,1,Urban,Policyholder,>30,No,No,Aug,3,Tuesday,>30,16679.60977,0
9814,Collision,Male,26,Married,4,1,400,0,Sedan,Chevrolet,6,30000 to 39000,External,9,2022,Feb,1,Thursday,1,Urban,Policyholder,>30,No,No,Feb,4,Thursday,>30,24296.09297,1
9815,All Perils,Male,20,Single,4,0,400,0,Utility,Honda,0,>69000,External,5,2022,Feb,1,Friday,1,Urban,Policyholder,>30,No,No,Apr,1,Friday,>30,83871.79951,0
9818,Collision,Male,55,Married,3,1,400,0,Sedan,Mazda,>7,20000 to 29000,External,6,2022,May,1,Friday,1,Urban,Policyholder,>30,No,No,May,2,Monday,>30,4854.183394,0
9819,Liability,Female,30,Single,2,0,400,0,Sport,Hyundai,6,20000 to 29000,External,7,2022,Jan,2,Sunday,1,Urban,Policyholder,>30,No,No,Apr,2,Friday,>30,1174.848455,0
9820,Collision,Male,30,Single,4,>4,400,0,Sedan,Honda,6,20000 to 29000,External,2,2022,Feb,4,Friday,1,Rural,Third Party,>30,No,No,Feb,4,Friday,>30,20876.36451,0
9822,Collision,Male,31,Married,4,0,400,0,Sedan,Mazda,7,20000 to 29000,External,14,2022,Dec,1,Monday,1,Urban,Policyholder,>30,No,No,Dec,3,Wednesday,>30,1791.284709,0
9823,Liability,Male,49,Married,3,1,400,0,Sport,Honda,7,>69000,External,2,2022,Nov,4,Sunday,1,Urban,Third Party,>30,No,No,Nov,4,Monday,>30,50201.42845,0
9824,Collision,Male,26,Married,4,0,400,0,Sedan,Mazda,6,20000 to 29000,External,4,2022,Sep,2,Saturday,1,Urban,Policyholder,>30,No,Yes,Sep,2,Wednesday,>30,4386.816775,0
9825,Collision,Male,39,Married,1,2 to 4,400,0,Sedan,Chevrolet,7,30000 to 39000,External,9,2022,Sep,1,Sunday,1,Urban,Policyholder,>30,No,Yes,Sep,1,Tuesday,>30,70113.6427,0
9826,Liability,Male,31,Married,2,>4,400,0,Sport,Toyota,7,20000 to 29000,External,14,2022,Sep,1,Friday,1,Urban,Policyholder,>30,No,No,Sep,2,Friday,>30,11878.78001,0
9827,Liability,Male,37,Married,3,>4,400,0,Sport,Acura,7,30000 to 39000,External,3,2022,Dec,3,Tuesday,1,Urban,Policyholder,>30,No,Yes,Dec,3,Tuesday,>30,41386.52916,0
9828,Liability,Female,39,Married,3,1,700,0,Sport,Toyota,7,20000 to 29000,External,6,2022,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,4,Friday,>30,1100.788244,0
9829,Liability,Male,35,Married,2,2 to 4,400,1,Sport,Hyundai,6,20000 to 29000,External,3,2022,Nov,2,Wednesday,2,Urban,Policyholder,>30,No,No,Nov,4,Tuesday,>30,1441.261375,0
9830,All Perils,Male,32,Married,2,2 to 4,400,0,Sedan,Toyota,6,20000 to 29000,External,9,2022,Oct,2,Saturday,1,Urban,Policyholder,>30,No,No,Apr,4,Tuesday,>30,7963.716434,0
9831,Collision,Male,62,Married,4,1,400,0,Sedan,Toyota,>7,40000 to 59000,External,7,2022,Feb,1,Friday,1,Urban,Third Party,>30,No,No,Feb,1,Monday,>30,32066.70023,0
9832,All Perils,Male,55,Single,2,>4,400,0,Utility,Mazda,7,>69000,External,13,2022,Aug,2,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,2,Wednesday,>30,55138.15269,0
9833,Liability,Male,27,Single,2,2 to 4,400,0,Sport,Mazda,6,30000 to 39000,External,15,2022,Aug,1,Saturday,1,Urban,Policyholder,>30,No,No,Aug,5,Wednesday,>30,69927.89407,0
9834,Collision,Male,44,Single,1,0,400,0,Sedan,Toyota,7,20000 to 29000,External,16,2022,Jul,3,Wednesday,1,Urban,Third Party,>30,No,No,Jul,5,Thursday,>30,2476.740922,0
9835,Collision,Male,58,Married,4,0,400,0,Sedan,Hyundai,7,30000 to 39000,External,10,2022,May,1,Thursday,1,Urban,Policyholder,>30,No,No,May,2,Tuesday,>30,3137.385104,0
9836,Liability,Male,27,Married,3,>4,400,0,Sport,VW,7,30000 to 39000,External,7,2022,May,1,Tuesday,1,Urban,Policyholder,>30,No,No,May,1,Thursday,>30,28754.93153,0
9837,All Perils,Male,47,Married,4,0,400,0,Sedan,Honda,>7,20000 to 29000,External,12,2022,Apr,4,Wednesday,1,Urban,Policyholder,8 to 15,No,No,Apr,5,Friday,>30,2416.68525,0
9839,Liability,Female,78,Married,4,1,400,0,Sport,Hyundai,>7,30000 to 39000,External,5,2022,Apr,4,Monday,1,Urban,Policyholder,>30,No,No,May,1,Wednesday,>30,14793.38273,0
9840,Collision,Male,34,Single,3,2 to 4,400,0,Sedan,Toyota,6,20000 to 29000,External,15,2022,Sep,3,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,3,Tuesday,>30,4394.594817,0
9841,Liability,Male,29,Single,3,2 to 4,400,0,Sport,Mazda,6,20000 to 29000,External,8,2022,Sep,4,Wednesday,3 to 4,Urban,Policyholder,>30,No,No,Sep,4,Wednesday,>30,3324.472782,0
9842,Collision,Male,76,Married,2,0,400,0,Sport,Honda,>7,>69000,External,10,2022,Feb,1,Friday,1,Urban,Policyholder,>30,No,No,Feb,3,Wednesday,>30,60355.76165,1
9844,All Perils,Male,39,Married,3,0,500,2 to 3,Sedan,Hyundai,7,30000 to 39000,External,8,2022,Mar,4,Thursday,1,Urban,Policyholder,>30,No,No,Apr,2,Monday,>30,7076.394285,0
9845,All Perils,Male,23,Single,1,1,400,0,Sedan,Mazda,5,20000 to 29000,External,7,2022,Apr,3,Friday,1,Urban,Third Party,>30,No,No,Apr,3,Monday,>30,7210.600585,0
9846,All Perils,Male,42,Married,2,2 to 4,400,0,Sedan,Hyundai,7,<20000,External,13,2022,Jun,4,Monday,1,Urban,Policyholder,>30,No,No,Sep,5,Wednesday,>30,1469.344754,0
9847,Collision,Male,52,Married,1,2 to 4,400,0,Sedan,Honda,5,20000 to 29000,External,11,2022,Jun,5,Tuesday,1,Urban,Policyholder,>30,No,No,Jun,5,Wednesday,>30,7523.308869,0
9848,All Perils,Male,41,Single,3,2 to 4,400,0,Sedan,Hyundai,7,<20000,External,13,2022,Aug,3,Sunday,1,Urban,Policyholder,>30,No,No,Aug,3,Wednesday,>30,5243.58371,0
9849,Collision,Male,25,Single,2,1,400,0,Sedan,Hyundai,4,20000 to 29000,External,1,2022,Feb,1,Saturday,1,Urban,Third Party,>30,No,No,Feb,2,Wednesday,>30,6064.420151,0
9850,Collision,Male,27,Married,3,0,400,4 to 8,Sedan,Hyundai,6,30000 to 39000,External,13,2022,Feb,1,Saturday,2,Rural,Policyholder,>30,No,No,Apr,4,Tuesday,>30,3909.120915,1
9851,Collision,Male,59,Married,2,2 to 4,400,0,Sedan,Honda,7,20000 to 29000,External,7,2022,Aug,5,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,5,Tuesday,>30,9413.254423,0
9852,Liability,Male,29,Married,4,2 to 4,400,0,Sport,Mazda,6,20000 to 29000,External,16,2022,Sep,2,Sunday,1,Rural,Policyholder,>30,No,No,Sep,2,Monday,>30,1543.386992,0
9853,Collision,Male,52,Married,3,0,400,0,Sedan,Hyundai,>7,20000 to 29000,External,8,2022,Nov,1,Thursday,1,Urban,Policyholder,>30,No,No,Nov,1,Thursday,>30,9212.171669,0
9854,Liability,Male,56,Married,1,1,400,0,Sport,Toyota,>7,30000 to 39000,External,1,2022,Feb,1,Saturday,1,Rural,Third Party,>30,No,No,Feb,2,Tuesday,>30,64716.40829,0
9856,Liability,Male,48,Married,4,2 to 4,400,0,Sport,Mazda,7,20000 to 29000,External,2,2022,Dec,4,Thursday,1,Rural,Policyholder,>30,No,No,Dec,4,Tuesday,>30,7691.115959,0
9857,All Perils,Male,54,Married,3,2 to 4,400,0,Sedan,Acura,7,30000 to 39000,External,6,2022,Dec,4,Monday,1,Urban,Policyholder,>30,No,No,Dec,4,Tuesday,>30,14776.89139,0
9858,All Perils,Male,27,Single,1,2 to 4,400,0,Sedan,Honda,6,20000 to 29000,External,12,2022,Apr,5,Friday,1,Urban,Policyholder,>30,No,No,May,1,Thursday,>30,8887.920767,0
9859,Collision,Male,29,Single,4,0,700,0,Sedan,Mazda,7,20000 to 29000,External,11,2022,Apr,5,Friday,1,Urban,Policyholder,>30,No,No,May,1,Monday,>30,1355.202732,0
9861,All Perils,Male,28,Married,4,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,9,2022,May,1,Monday,1,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,5092.425841,0
9862,Collision,Male,21,Single,2,1,400,0,Sedan,Mazda,5,20000 to 29000,External,13,2022,May,2,Sunday,1,Urban,Policyholder,>30,No,No,May,2,Monday,>30,4607.064283,0
9863,All Perils,Female,28,Single,4,0,400,0,Sedan,Toyota,7,<20000,External,5,2022,Jun,4,Sunday,1,Rural,Policyholder,>30,No,No,Jun,4,Monday,>30,3597.695224,0
9864,Liability,Male,61,Married,3,2 to 4,400,0,Sport,Ford,>7,30000 to 39000,External,13,2022,Aug,2,Sunday,1,Urban,Third Party,>30,No,No,Aug,3,Thursday,>30,34311.37326,0
9865,Collision,Male,31,Single,1,2 to 4,400,0,Sedan,Toyota,6,20000 to 29000,Internal,14,2022,Sep,2,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,3,Thursday,>30,4069.244427,0
9867,All Perils,Male,44,Married,1,0,400,0,Sedan,Mazda,7,>69000,External,8,2022,Feb,1,Sunday,1,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,57426.14892,1
9868,Collision,Male,39,Married,2,>4,400,0,Sedan,Honda,6,20000 to 29000,External,12,2022,Dec,3,Wednesday,1,Urban,Third Party,>30,No,No,Dec,4,Thursday,>30,24067.49402,0
9869,Collision,Male,33,Married,3,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,9,2022,Dec,4,Thursday,1,Urban,Policyholder,>30,No,No,Dec,4,Tuesday,>30,8843.099105,0
9870,Collision,Male,33,Single,3,0,400,0,Sedan,Ford,6,30000 to 39000,Internal,13,2022,Dec,1,Wednesday,1,Urban,Third Party,>30,No,No,Dec,1,Wednesday,>30,6056.57403,0
9871,Collision,Male,41,Married,4,1,400,4 to 8,Sedan,Toyota,7,20000 to 29000,External,10,2022,Nov,2,Monday,2,Urban,Policyholder,>30,No,No,Nov,3,Wednesday,>30,8716.044268,0
9873,Collision,Male,29,Married,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,9,2022,Feb,1,Sunday,1,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,4826.527416,1
9874,Collision,Female,32,Single,3,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,15,2022,Feb,1,Sunday,1,Urban,Policyholder,>30,No,No,Feb,3,Tuesday,>30,2645.287672,1
9875,Liability,Female,24,Married,2,2 to 4,400,0,Sport,Toyota,5,20000 to 29000,External,10,2022,Sep,3,Monday,1,Urban,Policyholder,>30,No,No,Sep,3,Wednesday,>30,2781.096628,0
9876,Liability,Male,54,Single,4,2 to 4,400,0,Sport,Mazda,7,20000 to 29000,External,12,2022,Sep,3,Thursday,1,Urban,Third Party,>30,No,No,Sep,3,Tuesday,>30,3200.671875,0
9877,All Perils,Male,45,Married,4,2 to 4,400,0,Utility,Mazda,7,>69000,External,4,2022,Sep,3,Thursday,1,Urban,Policyholder,>30,No,No,Sep,3,Monday,>30,63660.50016,0
9880,Collision,Male,28,Married,3,0,400,0,Sedan,Honda,7,30000 to 39000,External,1,2022,Feb,1,Sunday,1,Urban,Policyholder,>30,No,No,Feb,2,Thursday,>30,4392.876957,1
9882,Collision,Male,29,Married,3,0,400,0,Sedan,Honda,6,30000 to 39000,External,2,2022,May,2,Sunday,3 to 4,Urban,Policyholder,>30,No,No,May,2,Tuesday,>30,8857.902744,0
9883,All Perils,Male,63,Married,3,2 to 4,400,0,Utility,Hyundai,>7,>69000,External,6,2022,May,1,Friday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,71319.03848,0
9884,Liability,Male,60,Married,2,2 to 4,400,0,Sport,VW,>7,40000 to 59000,External,16,2022,May,1,Tuesday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,54082.7671,0
9885,Collision,Male,26,Married,4,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,15,2022,Dec,4,Monday,1,Urban,Third Party,>30,No,No,Jan,1,Wednesday,>30,1276.628244,0
9886,All Perils,Male,45,Married,1,0,400,0,Sedan,Toyota,7,<20000,External,11,2022,Dec,5,Wednesday,1,Urban,Third Party,>30,No,No,Jan,1,Wednesday,>30,1932.728985,0
9887,Collision,Male,27,Single,2,2 to 4,400,0,Sedan,Hyundai,5,<20000,External,7,2022,Dec,4,Saturday,1,Urban,Policyholder,>30,No,No,Jan,1,Sunday,>30,9748.940438,0
9888,Liability,Male,39,Married,3,>4,400,0,Sport,Chevrolet,>7,30000 to 39000,External,14,2022,Dec,4,Thursday,1,Urban,Policyholder,>30,No,No,Dec,4,Friday,>30,29567.88438,0
9889,All Perils,Male,60,Married,2,2 to 4,400,0,Utility,Chevrolet,>7,>69000,External,13,2022,Dec,3,Tuesday,1,Rural,Policyholder,>30,No,No,Dec,4,Thursday,>30,50448.70568,0
9890,Collision,Male,33,Married,1,2 to 4,400,0,Sedan,Mazda,6,20000 to 29000,External,1,2022,Nov,4,Wednesday,1,Urban,Third Party,>30,No,No,Nov,5,Monday,>30,8225.968809,0
9891,Collision,Male,31,Single,2,1,400,0,Sedan,Toyota,5,20000 to 29000,External,3,2022,Nov,1,Thursday,1,Urban,Third Party,>30,No,No,Nov,2,Monday,>30,1678.378623,0
9892,Liability,Female,70,Married,2,1,400,4 to 8,Sport,Dodge,7,30000 to 39000,External,2,2022,Oct,5,Sunday,2,Rural,Third Party,>30,No,No,Nov,1,Wednesday,>30,64916.1957,0
9894,Collision,Male,40,Married,1,2 to 4,400,0,Sedan,Honda,6,>69000,Internal,6,2022,Sep,4,Sunday,1,Urban,Third Party,>30,No,No,Sep,5,Wednesday,>30,80176.99895,0
9895,Liability,Male,29,Single,3,2 to 4,500,2 to 3,Sport,Mazda,6,>69000,External,8,2022,Sep,2,Monday,1,Urban,Policyholder,>30,No,No,Sep,4,Monday,>30,51208.18744,0
9896,All Perils,Male,54,Married,2,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,11,2022,Sep,1,Friday,1,Rural,Policyholder,>30,No,No,Sep,2,Tuesday,>30,6546.369095,0
9897,All Perils,Female,27,Married,2,2 to 4,400,0,Sedan,Toyota,7,>69000,External,2,2022,Aug,5,Sunday,1,Rural,Policyholder,>30,No,No,Aug,5,Monday,>30,69505.82578,0
