PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
5506,Collision,Female,53,Married,1,2 to 4,400,0,Sedan,Mazda,7,20000 to 29000,External,4,2021,Aug,1,Friday,1,Urban,Policyholder,>30,No,No,Aug,3,Friday,>30,7999.662264,1
5513,Collision,Male,47,Single,3,0,400,0,Utility,Chevrolet,>7,>69000,External,15,2021,Aug,1,Friday,1,Rural,Policyholder,>30,No,No,Aug,1,Friday,>30,84964.75358,1
5519,All Perils,Male,26,Married,3,0,700,0,Sedan,Toyota,7,20000 to 29000,External,11,2021,Aug,1,Friday,1,Urban,Policyholder,>30,No,No,Sep,1,Thursday,>30,3467.164852,1
5540,All Perils,Male,38,Married,1,2 to 4,400,0,Utility,Chevrolet,7,>69000,External,13,2021,Aug,1,Friday,1,Urban,Policyholder,>30,No,No,Aug,2,Monday,>30,78329.30949,1
5549,All Perils,Female,35,Married,4,1,400,0,Sedan,Hyundai,5,<20000,External,7,2021,Aug,1,Saturday,1,Urban,Policyholder,>30,No,No,Aug,2,Thursday,>30,3830.09253,1
5570,All Perils,Male,27,Single,1,0,400,0,Sedan,Chevrolet,7,>69000,External,9,2021,Aug,2,Sunday,1,Urban,Policyholder,>30,No,No,Aug,2,Thursday,>30,89688.90592,1
5588,Collision,Male,34,Married,2,1,400,0,Sedan,Acura,7,>69000,External,4,2021,Aug,2,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,3,Friday,>30,61132.4291,1
5639,All Perils,Male,31,Married,2,0,400,0,Sedan,Toyota,7,20000 to 29000,External,9,2021,Aug,2,Thursday,1,Urban,Policyholder,>30,No,No,Aug,4,Thursday,>30,4236.907283,1
5675,Collision,Male,35,Married,1,2 to 4,400,0,Sedan,Acura,7,30000 to 39000,External,5,2021,Aug,2,Saturday,1,Rural,Policyholder,>30,No,No,Aug,3,Thursday,>30,94228.69449,1
5682,Collision,Male,46,Married,2,0,400,0,Sedan,Mazda,7,30000 to 39000,External,13,2021,Aug,2,Saturday,1,Rural,Policyholder,>30,No,No,Aug,3,Wednesday,>30,1617.101911,1
5685,All Perils,Male,32,Single,3,>4,400,0,Sedan,Toyota,6,20000 to 29000,External,4,2021,Aug,3,Sunday,1,Urban,Policyholder,>30,No,No,Aug,3,Friday,>30,38225.31632,1
5689,Collision,Male,35,Married,3,1,400,0,Sedan,Toyota,6,20000 to 29000,External,13,2021,Aug,3,Sunday,1,Rural,Policyholder,>30,No,No,Aug,3,Thursday,>30,7607.159355,1
5692,Collision,Male,45,Married,1,0,400,4 to 8,Sedan,Chevrolet,7,30000 to 39000,External,13,2021,Aug,3,Sunday,2,Urban,Policyholder,>30,No,No,Oct,3,Monday,>30,4776.056023,1
5698,Collision,Male,35,Married,1,2 to 4,400,0,Sedan,Toyota,5,30000 to 39000,External,5,2021,Aug,3,Sunday,1,Urban,Policyholder,>30,No,No,Aug,3,Friday,>30,69841.89948,1
5699,All Perils,Male,22,Single,4,1,400,0,Sedan,Hyundai,5,20000 to 29000,External,14,2021,Aug,3,Monday,1,Urban,Policyholder,>30,No,No,Aug,3,Wednesday,>30,2584.498396,1
5728,All Perils,Male,44,Married,3,1,400,0,Sedan,Toyota,7,20000 to 29000,External,10,2021,Aug,3,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,3,Wednesday,>30,4309.805065,1
5744,All Perils,Female,32,Married,3,0,400,0,Sedan,Mazda,4,20000 to 29000,External,1,2021,Aug,3,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,3,Wednesday,>30,4074.487934,1
5762,All Perils,Male,35,Married,4,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,9,2021,Aug,3,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,5,Wednesday,>30,6484.638339,1
5767,All Perils,Male,36,Married,3,0,700,0,Sedan,Acura,7,30000 to 39000,External,4,2021,Aug,3,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,4,Monday,>30,2511.759987,1
5776,All Perils,Male,32,Married,2,1,400,4 to 8,Sedan,Hyundai,7,<20000,External,5,2021,Aug,3,Thursday,2,Urban,Policyholder,>30,No,No,Aug,3,Friday,>30,2948.921781,1
5778,Collision,Male,32,Married,4,0,400,0,Sedan,Acura,6,>69000,External,1,2021,Aug,3,Thursday,1,Rural,Policyholder,>30,No,No,Aug,3,Friday,>30,89688.90592,1
5781,All Perils,Male,31,Single,1,0,400,0,Sedan,Toyota,5,20000 to 29000,External,9,2021,Aug,3,Thursday,1,Urban,Policyholder,>30,No,No,Aug,3,Friday,>30,8673.201779,1
5799,Liability,Male,24,Single,2,2 to 4,400,0,Sport,Acura,6,30000 to 39000,External,15,2021,Aug,3,Friday,1,Urban,Policyholder,>30,No,No,Sep,1,Monday,>30,60355.76165,1
5839,Collision,Male,39,Single,2,2 to 4,400,4 to 8,Sedan,Saab,7,30000 to 39000,External,16,2021,Aug,4,Sunday,2,Urban,Policyholder,>30,No,No,Aug,4,Wednesday,>30,71010.05451,1
5857,All Perils,Male,30,Married,1,2 to 4,400,0,Sedan,Mazda,6,<20000,External,7,2021,Aug,4,Monday,1,Urban,Policyholder,>30,No,No,Aug,4,Wednesday,>30,8960.043265,1
5866,All Perils,Male,34,Married,2,0,500,2 to 3,Sedan,Toyota,6,<20000,External,2,2021,Oct,3,Tuesday,1,Urban,Third Party,>30,No,No,Oct,3,Wednesday,>30,2595.596401,1
5897,Collision,Male,58,Single,1,0,400,0,Sedan,Honda,6,20000 to 29000,External,16,2021,Aug,4,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,4,Friday,>30,2159.099517,1
5909,All Perils,Male,32,Married,2,1,400,0,Sedan,Chevrolet,7,20000 to 29000,External,6,2021,Aug,4,Thursday,1,Urban,Policyholder,>30,No,No,Sep,4,Thursday,>30,3315.190104,1
5915,All Perils,Male,40,Married,1,2 to 4,400,0,Sedan,Hyundai,>7,30000 to 39000,External,13,2021,Aug,4,Thursday,1,Urban,Policyholder,>30,No,No,Aug,4,Friday,>30,60596.68383,1
5930,All Perils,Male,35,Married,3,0,400,0,Sedan,Honda,7,<20000,External,5,2021,Aug,4,Friday,1,Urban,Policyholder,>30,No,No,Aug,5,Tuesday,>30,6387.332528,1
5941,Collision,Male,46,Married,1,2 to 4,400,0,Sedan,Ford,>7,30000 to 39000,External,5,2021,Aug,4,Friday,1,Urban,Policyholder,>30,No,No,Aug,4,Friday,>30,63108.68995,1
5968,Collision,Male,35,Single,4,1,500,2 to 3,Sedan,Honda,6,20000 to 29000,External,9,2021,Aug,5,Sunday,1,Urban,Policyholder,>30,No,No,Sep,2,Wednesday,>30,7897.532775,1
5978,All Perils,Male,30,Single,3,0,400,0,Sedan,Ford,6,>69000,External,3,2021,Aug,5,Sunday,1,Rural,Policyholder,15 to 30,No,No,Nov,1,Thursday,>30,50211.56971,1
5988,All Perils,Male,46,Married,3,>4,400,0,Utility,Ram,>7,30000 to 39000,External,14,2021,Aug,5,Monday,1,Urban,Policyholder,>30,No,No,Aug,5,Monday,>30,44900.00094,1
6031,All Perils,Male,57,Married,1,2 to 4,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,1,2021,Aug,5,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,1,Friday,>30,53588.10536,1
6032,All Perils,Male,52,Married,3,0,400,0,Sedan,Hyundai,>7,<20000,External,13,2021,Aug,5,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,5,Wednesday,>30,3446.159045,1
6035,All Perils,Male,42,Single,4,0,400,0,Sedan,Toyota,7,<20000,External,2,2021,Aug,5,Tuesday,1,Rural,Policyholder,>30,No,No,Aug,5,Wednesday,>30,2715.940234,1
6073,All Perils,Male,31,Married,1,0,400,0,Sedan,Honda,7,30000 to 39000,External,14,2021,Sep,1,Thursday,1,Urban,Policyholder,>30,No,No,Sep,1,Friday,>30,5165.017566,1
6088,All Perils,Male,33,Married,4,0,400,0,Sedan,Toyota,7,<20000,External,6,2021,Sep,1,Friday,1,Urban,Policyholder,>30,No,No,Sep,2,Tuesday,>30,2396.149649,1
6089,All Perils,Male,41,Married,3,1,400,0,Sedan,Mazda,>7,20000 to 29000,External,10,2021,Sep,1,Friday,1,Urban,Policyholder,>30,No,No,Sep,2,Tuesday,>30,5013.569138,1
6107,All Perils,Female,33,Married,4,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,3,2021,Sep,1,Saturday,1,Urban,Policyholder,>30,No,No,Nov,2,Monday,>30,7352.330349,1
6110,Collision,Male,22,Single,3,2 to 4,400,0,Sedan,Mazda,5,20000 to 29000,External,3,2021,Sep,1,Saturday,3 to 4,Urban,Policyholder,>30,No,No,Sep,4,Friday,>30,3758.512886,1
6119,Collision,Male,31,Married,3,>4,400,0,Sedan,Toyota,7,20000 to 29000,External,6,2021,Sep,1,Saturday,1,Urban,Policyholder,>30,No,No,Sep,1,Tuesday,>30,24192.64862,1
6129,Collision,Male,31,Single,3,0,400,0,Sedan,Mazda,5,20000 to 29000,External,12,2021,Sep,1,Saturday,1,Urban,Policyholder,>30,No,Yes,Sep,1,Monday,>30,2266.085529,1
6172,Collision,Male,39,Married,2,2 to 4,500,2 to 3,Sedan,Toyota,7,20000 to 29000,External,7,2022,Jun,4,Thursday,1,Urban,Third Party,>30,No,No,Jul,3,Monday,>30,7082.093585,1
6178,Collision,Male,17,Single,3,0,400,0,Sport,Honda,3,>69000,External,13,2022,Sep,1,Monday,1,Rural,Policyholder,>30,No,No,Sep,1,Tuesday,>30,92071.02273,1
6184,All Perils,Male,40,Married,1,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,2,2022,Sep,1,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,3,Wednesday,>30,4575.795002,1
6185,All Perils,Male,53,Married,4,1,400,0,Sedan,Honda,>7,20000 to 29000,External,12,2022,Sep,1,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,2,Friday,>30,3008.608017,1
6208,All Perils,Male,28,Married,4,1,400,0,Utility,Acura,6,>69000,External,6,2022,Sep,1,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,5,Thursday,>30,50650.30854,1
6269,All Perils,Male,31,Single,4,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,8,2022,Sep,2,Saturday,1,Rural,Policyholder,>30,No,No,Sep,3,Saturday,>30,1355.202732,1
6279,All Perils,Male,72,Married,1,0,400,0,Sedan,Acura,7,20000 to 29000,External,5,2022,Sep,2,Saturday,1,Urban,Policyholder,>30,No,No,Sep,4,Friday,>30,8843.099105,1
6294,All Perils,Male,50,Married,3,2 to 4,700,0,Sedan,Mazda,>7,30000 to 39000,External,4,2022,Sep,2,Saturday,1,Urban,Policyholder,>30,No,No,Sep,2,Tuesday,>30,12809.67053,1
6331,All Perils,Male,35,Single,4,1,400,0,Sedan,Toyota,5,<20000,External,4,2022,Sep,2,Monday,1,Urban,Policyholder,>30,No,No,Sep,4,Monday,>30,7595.747143,1
6332,Collision,Male,27,Married,3,0,400,0,Sedan,Mazda,5,20000 to 29000,External,14,2022,Sep,2,Monday,1,Rural,Policyholder,>30,No,Yes,Sep,3,Friday,>30,6993.094917,1
6361,All Perils,Male,43,Married,3,1,400,0,Sedan,Ram,7,20000 to 29000,External,8,2022,Sep,2,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,3,Monday,>30,6880.070794,1
6387,All Perils,Male,66,Married,3,0,700,0,Utility,Chevrolet,>7,>69000,External,13,2022,Sep,3,Wednesday,1,Urban,Policyholder,>30,No,No,Nov,2,Tuesday,>30,79076.27468,1
6399,All Perils,Female,35,Widow,1,1,400,0,Sedan,Toyota,7,20000 to 29000,External,16,2022,Sep,3,Wednesday,1,Urban,Policyholder,>30,No,No,Sep,3,Friday,>30,3008.076788,1
6431,Collision,Male,32,Married,1,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,10,2022,Sep,3,Friday,1,Urban,Policyholder,>30,No,No,Sep,5,Thursday,>30,970.1155918,1
6437,Collision,Male,36,Married,3,1,400,0,Sedan,Mazda,7,30000 to 39000,External,6,2022,Sep,3,Friday,1,Urban,Policyholder,>30,No,No,Sep,5,Wednesday,>30,41177.68588,1
6505,Liability,Male,29,Single,1,0,400,0,Sport,Toyota,7,20000 to 29000,External,1,2022,Sep,3,Sunday,1,Urban,Policyholder,>30,No,No,Sep,4,Wednesday,>30,4659.063499,1
6526,Collision,Male,35,Married,2,0,400,0,Sedan,Toyota,5,20000 to 29000,External,8,2022,Sep,3,Monday,1,Urban,Policyholder,>30,No,No,Sep,4,Wednesday,>30,4210.533726,1
6544,All Perils,Male,29,Married,3,2 to 4,400,0,Utility,Acura,7,>69000,External,12,2022,Sep,3,Monday,1,Rural,Policyholder,>30,No,No,Sep,4,Wednesday,>30,77972.4421,1
6590,Collision,Female,39,Married,2,2 to 4,400,0,Sedan,Chevrolet,5,20000 to 29000,External,16,2022,Sep,4,Thursday,1,Urban,Policyholder,>30,No,No,Sep,4,Monday,>30,6029.659299,1
6595,Collision,Male,18,Single,1,>4,400,4 to 8,Sedan,Mazda,2,20000 to 29000,External,8,2022,Sep,4,Friday,2,Urban,Policyholder,>30,No,No,Sep,5,Wednesday,>30,34080.09579,1
6602,Collision,Male,27,Married,4,2 to 4,400,0,Sedan,Toyota,6,20000 to 29000,Internal,16,2022,Sep,4,Friday,3 to 4,Urban,Policyholder,>30,No,No,Oct,4,Friday,>30,2827.254951,1
6604,Collision,Male,32,Single,1,0,400,0,Sport,Honda,6,>69000,External,8,2022,Sep,4,Friday,1,Urban,Policyholder,>30,No,No,Sep,4,Tuesday,>30,82440.20837,1
6627,All Perils,Male,48,Married,4,0,400,0,Sedan,Chevrolet,>7,>69000,External,9,2022,Sep,4,Saturday,1,Urban,Policyholder,>30,No,No,Sep,4,Monday,>30,77816.5911,1
6662,All Perils,Male,29,Married,4,0,400,0,Sedan,Hyundai,6,>69000,External,2,2022,Sep,4,Sunday,1,Urban,Policyholder,>30,No,No,Sep,5,Wednesday,>30,61120.60238,1
6668,All Perils,Male,30,Single,1,0,400,0,Sedan,Honda,6,<20000,External,3,2022,Sep,4,Monday,1,Urban,Policyholder,>30,No,No,Oct,1,Thursday,>30,3834.681022,1
6715,Collision,Male,46,Married,4,2 to 4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,5,2022,Sep,4,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,5,Thursday,>30,6744.663293,1
6752,Collision,Male,43,Married,3,>4,400,0,Sedan,Toyota,6,>69000,External,1,2022,Sep,5,Wednesday,1,Urban,Policyholder,>30,No,No,Oct,3,Monday,>30,77972.4421,1
6769,Collision,Male,57,Married,2,2 to 4,400,0,Sedan,Chevrolet,7,>69000,External,16,2022,Sep,5,Friday,1,Rural,Policyholder,>30,No,No,Oct,1,Monday,>30,54631.38453,1
6779,All Perils,Male,31,Single,1,1,400,0,Sedan,Hyundai,6,<20000,External,2,2022,Sep,5,Friday,1,Urban,Policyholder,>30,No,No,Oct,2,Monday,>30,9643.178638,1
6791,Collision,Female,34,Married,1,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,11,2022,Sep,5,Friday,1,Rural,Policyholder,>30,No,No,Oct,2,Monday,>30,4022.115364,1
6823,All Perils,Male,58,Single,2,2 to 4,400,0,Sedan,Acura,>7,>69000,External,5,2022,Oct,1,Saturday,1,Urban,Policyholder,>30,No,No,Apr,4,Monday,>30,87808.1069,1
6835,Collision,Male,59,Married,2,2 to 4,500,2 to 3,Sedan,Mazda,7,20000 to 29000,External,10,2022,Oct,1,Sunday,1,Urban,Policyholder,>30,No,No,Oct,2,Friday,>30,5001.617764,1
6911,All Perils,Male,30,Married,4,0,400,0,Utility,Acura,7,>69000,External,1,2022,Oct,1,Monday,1,Urban,Policyholder,>30,No,No,Oct,1,Monday,>30,95769.14484,1
6922,All Perils,Male,78,Married,1,0,400,0,Sedan,Hyundai,>7,20000 to 29000,External,4,2022,Oct,1,Tuesday,1,Rural,Policyholder,>30,No,No,Oct,1,Thursday,>30,6423.209878,1
6988,Collision,Female,45,Married,2,0,500,2 to 3,Sedan,Hyundai,6,20000 to 29000,External,1,2022,Feb,2,Wednesday,1,Urban,Third Party,>30,No,No,Feb,2,Thursday,>30,1286.919196,1
6991,All Perils,Male,60,Married,4,0,400,0,Sedan,Kia,>7,20000 to 29000,External,10,2022,Oct,2,Friday,1,Urban,Policyholder,>30,No,No,Oct,2,Monday,>30,634.4050745,1
7019,All Perils,Male,19,Single,1,0,400,0,Sedan,Toyota,3,20000 to 29000,External,5,2022,Oct,2,Saturday,1,Urban,Policyholder,>30,No,No,Oct,4,Monday,>30,8302.500167,1
7044,All Perils,Male,56,Married,3,0,400,0,Sedan,Mercedes,7,>69000,External,14,2022,Oct,2,Sunday,1,Urban,Policyholder,>30,No,No,Oct,2,Monday,>30,57741.21514,1
7050,Collision,Male,39,Married,3,1,400,0,Sedan,Mazda,7,20000 to 29000,External,9,2022,Oct,2,Sunday,1,Urban,Policyholder,>30,No,No,Oct,2,Tuesday,>30,3634.511314,1
7053,All Perils,Male,49,Single,2,0,400,0,Sedan,Chevrolet,>7,>69000,External,3,2022,Oct,2,Sunday,3 to 4,Urban,Policyholder,>30,No,No,Oct,2,Monday,>30,64586.61862,1
7065,Liability,Male,51,Married,3,0,400,0,Sport,Toyota,>7,20000 to 29000,External,7,2022,Oct,2,Monday,1,Urban,Policyholder,>30,No,No,Oct,2,Tuesday,>30,2075.364178,1
7076,Collision,Male,27,Single,4,>4,400,0,Sedan,Hyundai,6,20000 to 29000,External,7,2022,Oct,2,Monday,1,Urban,Policyholder,>30,No,No,Nov,4,Friday,>30,12302.53686,1
7135,Collision,Male,34,Married,2,1,400,0,Sedan,Saab,7,30000 to 39000,External,12,2022,Oct,2,Wednesday,3 to 4,Rural,Policyholder,>30,No,No,Oct,3,Friday,>30,98988.39793,1
7160,Collision,Male,29,Married,4,2 to 4,400,0,Sedan,Honda,6,20000 to 29000,External,10,2022,Oct,2,Thursday,1,Urban,Policyholder,>30,No,No,Oct,3,Monday,>30,9009.326403,1
7166,Collision,Male,35,Single,3,>4,400,0,Sedan,Honda,7,30000 to 39000,External,12,2022,Oct,2,Thursday,1,Urban,Policyholder,>30,No,No,Nov,2,Wednesday,>30,18622.76556,1
7181,All Perils,Male,33,Married,2,1,400,0,Sedan,Honda,6,20000 to 29000,External,9,2022,Oct,2,Thursday,1,Urban,Policyholder,>30,No,No,Oct,3,Thursday,>30,3835.673211,1
7213,All Perils,Female,30,Married,3,1,400,0,Sedan,Chevrolet,6,>69000,External,16,2022,Oct,3,Friday,1,Rural,Policyholder,>30,No,No,Oct,3,Monday,>30,71748.16292,1
7230,Collision,Female,46,Married,3,>4,400,0,Sedan,Mazda,>7,30000 to 39000,External,4,2022,Oct,3,Saturday,1,Urban,Policyholder,>30,No,No,Oct,3,Tuesday,>30,10821.84235,1
7317,Collision,Male,35,Single,4,2 to 4,700,0,Sedan,Hyundai,7,30000 to 39000,External,13,2022,Oct,3,Monday,1,Urban,Policyholder,>30,No,No,Oct,4,Wednesday,>30,12397.28568,1
7325,All Perils,Male,64,Married,1,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,6,2022,Oct,3,Tuesday,1,Urban,Policyholder,>30,No,No,Oct,4,Friday,>30,9297.11793,1
7360,All Perils,Male,28,Single,4,0,400,0,Sedan,Chevrolet,5,20000 to 29000,External,6,2022,Oct,3,Thursday,1,Urban,Policyholder,>30,No,No,Oct,4,Tuesday,>30,2738.461177,1
7395,All Perils,Female,42,Single,3,0,400,0,Sedan,Honda,4,20000 to 29000,External,8,2022,Oct,4,Saturday,1,Rural,Policyholder,>30,No,No,Oct,4,Wednesday,>30,6283.303656,1
7396,All Perils,Male,34,Married,4,1,300,2 to 3,Sedan,Mazda,5,20000 to 29000,External,13,2022,Nov,3,Monday,1,Urban,Third Party,>30,No,No,Nov,3,Wednesday,>30,2180.252304,1
7423,All Perils,Male,49,Single,1,0,400,0,Sedan,Toyota,7,20000 to 29000,External,6,2022,Oct,4,Sunday,1,Rural,Policyholder,>30,No,No,Oct,5,Monday,>30,956.576312,1
7461,Collision,Female,31,Married,1,2 to 4,400,0,Sedan,Mazda,6,20000 to 29000,External,10,2022,Oct,4,Monday,1,Urban,Policyholder,>30,No,No,Oct,4,Tuesday,>30,6555.966831,1
7466,Collision,Male,32,Married,4,1,400,0,Sedan,Honda,6,20000 to 29000,External,9,2022,Oct,4,Monday,1,Urban,Policyholder,>30,No,No,Oct,4,Monday,>30,6659.006667,1
7477,All Perils,Male,50,Married,4,2 to 4,400,4 to 8,Sedan,Toyota,7,20000 to 29000,External,3,2022,Oct,4,Tuesday,2,Urban,Policyholder,>30,No,No,Nov,2,Tuesday,>30,6843.882212,1
7495,All Perils,Male,68,Married,2,0,400,0,Utility,Acura,>7,>69000,External,7,2022,Oct,4,Tuesday,1,Urban,Policyholder,>30,No,No,Oct,4,Thursday,>30,99231.46621,1
7522,All Perils,Male,29,Married,2,1,400,0,Sedan,Hyundai,6,20000 to 29000,External,3,2022,Oct,5,Friday,1,Urban,Policyholder,>30,No,No,Nov,2,Friday,>30,1479.75743,1
7523,All Perils,Male,28,Married,3,1,400,0,Sedan,Mazda,7,20000 to 29000,External,11,2022,Oct,5,Friday,1,Urban,Policyholder,>30,No,No,Dec,4,Thursday,>30,4381.965081,1
7555,All Perils,Male,60,Married,4,1,400,0,Utility,Acura,>7,>69000,External,3,2022,Oct,5,Friday,1,Urban,Policyholder,>30,No,No,Dec,3,Wednesday,>30,74391.15305,1
7556,Collision,Male,59,Married,1,1,400,0,Sedan,Toyota,7,20000 to 29000,External,11,2022,Oct,5,Saturday,1,Urban,Policyholder,>30,No,No,Nov,2,Tuesday,>30,4209.213182,1
7559,All Perils,Male,30,Single,3,2 to 4,400,0,Sedan,Ford,7,20000 to 29000,External,1,2022,Oct,5,Saturday,1,Urban,Policyholder,>30,No,No,Nov,1,Friday,>30,3536.796724,1
7584,Liability,Female,26,Single,3,2 to 4,400,0,Sport,Toyota,4,20000 to 29000,External,6,2022,Oct,5,Sunday,1,Urban,Policyholder,>30,No,No,Nov,1,Wednesday,>30,7381.447957,1
7612,All Perils,Male,46,Married,1,2 to 4,400,0,Sedan,Mazda,7,<20000,External,16,2022,Oct,5,Monday,1,Rural,Policyholder,>30,No,No,Nov,1,Wednesday,>30,3241.702256,1
7651,All Perils,Male,45,Single,4,0,500,2 to 3,Sedan,VW,7,>69000,External,3,2022,Feb,3,Friday,1,Urban,Third Party,>30,No,No,Mar,3,Thursday,>30,79417.32882,1
7660,All Perils,Male,76,Married,3,0,400,0,Sedan,Acura,>7,30000 to 39000,External,9,2022,Nov,1,Tuesday,1,Rural,Policyholder,>30,No,No,Nov,1,Wednesday,>30,5802.121871,1
7666,Collision,Female,31,Single,2,0,400,4 to 8,Sedan,Chevrolet,5,20000 to 29000,External,4,2022,Nov,1,Tuesday,2,Urban,Policyholder,>30,No,No,Nov,1,Wednesday,>30,2400.473393,1
7697,Collision,Male,46,Married,3,0,400,0,Sedan,Acura,>7,>69000,External,6,2022,Nov,1,Thursday,1,Urban,Policyholder,>30,No,No,Nov,4,Monday,>30,60355.76165,1
7730,All Perils,Male,28,Married,1,1,400,0,Sedan,Hyundai,6,30000 to 39000,External,15,2022,Nov,1,Friday,1,Urban,Policyholder,>30,No,No,Nov,2,Thursday,>30,71717.74503,1
7788,Collision,Male,54,Married,1,1,400,0,Sedan,Hyundai,7,30000 to 39000,External,2,2022,Nov,1,Sunday,1,Rural,Policyholder,>30,No,No,Nov,2,Friday,>30,54147.20791,1
7822,All Perils,Male,29,Single,2,0,400,0,Utility,Chevrolet,6,>69000,External,2,2022,Nov,2,Tuesday,1,Rural,Policyholder,>30,No,No,Nov,3,Tuesday,>30,67116.2588,1
7871,Collision,Male,36,Single,1,0,400,0,Sedan,Honda,7,20000 to 29000,External,13,2022,Nov,2,Thursday,1,Urban,Policyholder,>30,No,No,Nov,2,Friday,>30,4623.797025,1
7872,Collision,Male,53,Married,2,0,400,0,Sedan,Toyota,4,20000 to 29000,External,5,2022,Nov,2,Thursday,1,Rural,Policyholder,>30,No,No,Nov,2,Friday,>30,4164.210004,1
7998,All Perils,Male,28,Married,3,0,400,0,Sedan,Mazda,4,20000 to 29000,External,15,2022,Nov,3,Monday,1,Urban,Policyholder,>30,No,No,Nov,4,Wednesday,>30,4155.870655,1
8008,Collision,Male,38,Married,3,2 to 4,500,0,Sedan,Toyota,>7,30000 to 39000,External,13,2022,Dec,2,Sunday,1,Urban,Third Party,>30,No,Yes,Dec,2,Monday,>30,11685.71844,1
8059,Collision,Male,28,Married,2,2 to 4,500,2 to 3,Sedan,Acura,6,30000 to 39000,External,6,2022,Nov,3,Thursday,1,Urban,Policyholder,>30,No,No,Dec,4,Wednesday,>30,50126.97596,1
8092,Collision,Male,50,Married,2,0,700,0,Sedan,Honda,>7,20000 to 29000,External,11,2022,Nov,3,Friday,1,Urban,Policyholder,>30,No,No,Nov,3,Friday,>30,970.1155918,1
8099,All Perils,Male,27,Married,3,0,400,0,Sedan,Toyota,7,20000 to 29000,External,7,2022,Nov,3,Saturday,1,Rural,Policyholder,>30,No,No,Nov,5,Tuesday,>30,2148.081539,1
8105,All Perils,Male,30,Married,1,2 to 4,400,0,Sedan,Kia,7,20000 to 29000,External,1,2022,Nov,3,Saturday,1,Urban,Policyholder,>30,No,No,Dec,1,Friday,>30,6207.716818,1
8113,All Perils,Male,28,Single,3,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,13,2022,Nov,3,Sunday,1,Urban,Policyholder,>30,No,No,Jan,4,Monday,>30,1242.965757,1
8251,All Perils,Male,40,Single,3,2 to 4,400,0,Sedan,Chevrolet,6,60000 to 69000,External,6,2022,Nov,5,Monday,1,Urban,Policyholder,>30,No,No,Dec,1,Friday,>30,50943.27551,1
8253,All Perils,Male,37,Single,4,1,400,0,Utility,Ford,>7,>69000,External,14,2022,Nov,5,Monday,1,Rural,Policyholder,>30,No,No,Dec,2,Tuesday,>30,50290.01757,1
8290,Collision,Male,31,Married,4,2 to 4,400,0,Sedan,Mazda,7,30000 to 39000,External,14,2022,Nov,5,Tuesday,1,Urban,Policyholder,>30,No,No,Dec,2,Monday,>30,34080.09579,1
8314,All Perils,Male,35,Married,4,0,500,2 to 3,Sedan,Hyundai,6,20000 to 29000,External,11,2022,Nov,2,Sunday,1,Urban,Third Party,>30,No,No,Nov,3,Monday,>30,7238.289558,1
8335,Liability,Male,44,Married,2,2 to 4,400,0,Sport,Toyota,7,>69000,External,11,2022,Dec,1,Thursday,1,Urban,Policyholder,>30,No,No,Dec,1,Friday,>30,59294.45557,1
8353,Collision,Female,41,Married,3,2 to 4,400,0,Sedan,Honda,7,20000 to 29000,External,11,2022,Dec,1,Friday,1,Urban,Policyholder,>30,No,No,Dec,3,Friday,>30,8293.931599,1
8365,Collision,Male,37,Married,3,1,500,2 to 3,Sedan,Toyota,7,20000 to 29000,External,13,2022,Aug,2,Saturday,3 to 4,Urban,Third Party,>30,No,No,Aug,4,Monday,>30,9819.713144,1
8367,All Perils,Male,32,Single,2,2 to 4,400,0,Utility,Chevrolet,6,>69000,External,11,2022,Dec,1,Sunday,1,Urban,Policyholder,>30,No,No,Dec,3,Thursday,>30,66034.99218,1
